Elizabeth Stobert,1,0
Greg Little,1,0
Yuichi Fujiki,1,1
Qingzi Vera Liao,1,1
Akira Nakayasu,1,0
Dana Rotman,1,0
Yevgen Borodin,1,0
Mohan Raj Rajamanickam,1,0
Russell MacKenzie,1,0
Billy Lam,1,0
Tao Su,1,0
Yvonne Jansen,1,1
Eleanor Poley,1,0
Zi Ye,1,0
Hammad Khalid,1,0
Jesse Burstyn,1,0
M. Anson Herriotts,1,0
Hiroki Yamada,1,0
Cristina Sylla,1,0
Christian Corsten,1,0
Aleecia M. McDonald,1,0
George T. Hayes,1,0
Dhawal Mujumdar,1,0
Thomas Schluchter,1,0
Sapna Bedi,1,0
Javier Diaz Ruvalcaba,1,0
Zoltan Foley-Fisher,1,0
Noreen Kamal,1,0
Vincent Tsao,1,0
Jan-Peter Kr&#228;mer,1,0
Richard Shay,1,0
Michelle L. Mazurek,1,0
Peter F. Klemperer,1,0
Hassan Takabi,1,0
D. Yvette Wohn,1,0
Yu-hao Lee,1,0
Jieun Sung,1,0
Torger Bjornrud,1,0
Jan Van den Bergh,1,0
Gerrit Meixner,1,0
Kai Breiner,1,0
Andreas Pleuss,1,0
Stefan Sauer,1,0
Heinrich Hussmann,1,0
Audrey Girouard,1,0
Erin Treacy Solovey,1,0
Regan Mandryk,1,0
Desney Tan,1,0
Lennart Nacke,1,0
Robert J.K. Jacob,1,0
Thomas Visser,1,1
Pavan Dadlani,1,1
Daan van Bel,1,1
Svetlana Yarosh,1,1
Enrico Bertini,1,0
Heidi Lam,1,0
Adam Perer,1,0
D. Scott McCrickard,1,0
Michael E. Atwood,1,0
Gayle Curtis,1,0
Steve Harrison,1,0
Jon Kolko,1,0
Erik Stolterman,1,0
Shahtab Wahid,1,0
Barry Brown,1,0
Cliff Lampe,1,0
Kerry Rodden,1,0
Nicolas Ducheneaut,1,0
Steven C. Seow,1,0
Dennis Wixon,1,0
Ann Morrison,1,0
Giulio Jacucci,1,0
Jina Huh,1,0
Lisa P. Nathan,1,0
Six Silberman,1,0
Eli Blevis,1,0
Bill Tomlinson,1,0
Phoebe Sengers,1,0
Daniela Busse,1,0
J&#252;rgen Ziegler,1,0
J&#246;rg M. Haake,1,0
Stephan Lukosch,1,0
Volkmar Pipek,1,0
David England,1,1
Jennifer G. Sheridan,1,1
Beth Crane,1,1
Elizabeth A. Buie,1,0
Susan M. Dray,1,0
Keith E. Instone,1,0
Jhilmil Jain,1,0
Gitte Lindgaard,1,0
Arnold M. Lund,1,0
Paula M. Bach,1,0
Michael Terry,1,0
Michael Massimi,1,0
Will Odom,1,0
David Kirk,1,0
Richard Banks,1,0
Caroline Jarrett,1,0
Helen Petrie,1,0
Kathryn Summers,1,0
Wai-Tat Fu,1,0
Thomas George Kannampallil,1,0
Ian Li,1,0
Jodi Forlizzi,1,0
Anind Dey,1,0
Eduardo H. Calvillo G&#225;mez,1,1
Paul Cairns,1,1
Jeremy Gow,1,1
Jonathan Back,1,1
Eddie Capstick,1,1
Tejinder K. Judge,1,0
Carman Neustaedter,1,0
Anthony Tang,1,0
Steve Harrison,1,0
Tracy Hammond,1,0
Edward Lank,1,0
Aaron Adler,1,0
Rebecca E. Grinter,1,0
Katie A. Siek,1,0
Andrea Grimes,1,0
Edward Tse,1,1
Johannes Sch&#246;ning,1,1
Yvonne Rogers,1,1
Chia Shen,1,1
Gerald Morrison,1,1
Henry Been-Lirn Duh,1,0
Ellen Yi-Luen Do,1,0
Mark Billinghurst,1,0
Francis Quek,1,0
Vivian Hsueh-Hua Chen,1,0
Julia H. Grace,1,1
Dejin Zhao,1,1
danah boyd,1,1
Mark Blythe,1,1
John McCarthy,1,1
Ann Light,1,1
Shaowen Bardzell,1,1
Peter Wright,1,1
Jeffrey Bardzell,1,1
Alan Blackwell,1,1
Keith A. Butler,1,0
Ann J. Hunt,1,0
John Muehleisen,1,0
Jiajie Zhang,1,0
Beth Huffer,1,0
Claudia Nass,1,1
Daniel Kerkow,1,1
Jessica Jung,1,1
Soni Meckem,1,0
Jennifer Lee Carlson,1,0
Gilly Leshed,1,0
Dan Cosley,1,0
Jeffrey T. Hancock,1,0
Geri Gay,1,0
Madeline Balaam,1,1
Stefan Rennick Egglestone,1,1
Ann-Marie Hughes,1,1
Thomas Nind,1,1
Anna Wilkinson,1,1
Eric Harris,1,1
Lesley Axelrod,1,1
Geraldine Fitzpatrick,1,1
Kerry Rodden,1,0
Michael Leggett,1,0
Dorrit Billman,1,0
Michael Feary,1,0
Debra Schreckengost,1,0
Lance Sherry,1,0
Monique Janneck,1,0
Kay Hofmeester,1,0
Dennis Wixon,1,0
Yu-Chung Chen,1,0
Sangyoon Lee,1,0
HyeJung Hur,1,0
Jason Leigh,1,0
Andrew Johnson,1,0
Luc Renambot,1,0
Lester J. Holtzblatt,1,4
Laurie E. Damianos,1,4
Daniel Weiss,1,4
Frank R. Bentley,1,1
JoEllen Kames,1,1
Rafiq Ahmed,1,1
Rhiannon Sterling Zivin,1,1
Lauren Schwendimann,1,1
Jeremy T. Barksdale,1,0
D. Scott McCrickard,1,0
YoungJoo Jeong,1,0
Ananda Gunawardena,1,0
Kenneth R. Koedinger,1,0
Pradeep Buddharaju,1,0
Yuichi Fujiki,1,0
Ioannis Pavlidis,1,0
Ergun Akleman,1,0
Carol M. Barnum,1,0
Laura A. Palmer,1,0
Yossi Avnon,1,1
Scott L. Boggan,1,1
David A. Siegel,1,1
Satya Viswanathan,1,0
Johan Christiaan Peters,1,0
Jhilmil Jain,1,0
Nina Bhatti,1,0
Johannes de Boer,1,0
Blaine A. Price,1,0
Clara Mancini,1,0
Yvonne Rogers,1,0
Arosha K. Bandara,1,0
Tony Coe,1,0
Adam N. Joinson,1,0
Jeffrey A. Lay,1,0
Bashar Nuseibeh,1,0
Javier Sanchez,1,0
Jaroslaw Kapuscinski,1,0
Martin Spindler,1,0
Raimund Dachselt,1,0
Ankur Sardana,1,0
Abhijit Kr Bairagi,1,0
Jung-ho Yeom,1,0
Beng-Kiang Tan,1,0
Omar Khan,1,0
Rob Diaz-Marino,1,2
Saul Greenberg,1,2
Yoonjung Hong,1,0
Jaesung Jo,1,0
Yoonhee Kim,1,0
Tek-Jin Nam,1,0
Hye Yeon Nam,1,0
Carl DiSalvo,1,0
Garth Shoemaker,1,1
Takayuki Tsukitani,1,1
Yoshifumi Kitamura,1,1
Kellogg S. Booth,1,1
Cati Vaucelle,1,0
Steve Shada,1,0
Marisa Jahn,1,0
Gil Weinberg,1,0
Mark Godfrey,1,0
Andrew Beck,1,0
N. Kendzierski,1,0
Anthony C. Salvador,1,0
N. H. Manohar,1,0
Anthony Turner,1,1
Antoine Picard,2,6
Nachman Halpern,1,1
Nadia De Carolis,1,2
Nahum Gershon,7,10
Nancy J. Cooke,7,20
Nancy J. Frishberg,1,2
Nancy Levenson,1,0
Nancy Mickel,1,4
Nancy E. Mond,1,7
Nancy Pennington,1,0
Nancy A. Van House,2,34
Nancy Van House,3,103
Nandini P. Nayak,1,0
Naoki Kawakami,1,7
Naoko Umeki,2,8
Naomasa Nakajima,3,17
Antonella DeAngeli,1,103
Naotake Fujita,1,1
Naresh Vyas,1,0
Nathan Bos,9,121
Nathan Hoskin,1,3
Nathaniel S. Borenstein,1,7
Neal F. Kassell,2,107
Neal Kassell,1,31
Nef Walker,1,84
Neil R. N. Enns,1,8
Neil T. Heffernan,1,0
Neil S. Wehrle,1,46
Nicholas Belkin,1,1
Nicholas A. Coblio,1,0
Nicholas Fang,2,97
Nicholas P. Wilde,1,0
Nicholas Wilde,1,22
Nick Drew,1,3
Nick Haddock,1,1
Nick Hammond,4,17
Nicole Yankelovich,1,7
Niels Olof Bouvin,1,4
Niels Ebbe Jacobsen,3,33
Nils Dahlb&#228;ck,2,1
Nitin Sawhney,3,101
Noam Tractinsky,2,69
Nobuyuki Matsushita,2,11
Antonio C. Siochi,1,10
Norbert A. Streitz,4,173
Norm Sondheimer,1,0
Norman K. Sondheimer,1,0
Nosa Omoigui,1,25
Nouhman Chalabi,1,0
Nuray Aykin,3,11
Anuj U. Gujar,1,5
Anuj Gujar,5,320
Octavio Juarez,2,5
Ofer Ronen,1,11
Olav W. Bertelsen,1,8
Oliver Bayley,2,88
Oliver Gramberg,1,0
Olle B&#228;lter,1,19
Olle Sundblad,1,2
Olov St&#229;hl,2,15
Orkut Buyukkokten,2,127
Orya Dasna,1,0
Oryx Cohen,2,11
Othman Laraki,2,97
P&#228;r Hansson,2,68
P. G. De Luca,1,0
P. E. Dybvik,1,0
P. W. Foltz,1,3
P. Friedmann,1,3
Arlene F. Aucella,2,0
Arlene Aucella,1,3
Arlene Weiner,1,7
P. Launiainen,1,19
Arn Hyndman,1,1
Arnd Steinmetz,1,0
P. D. Newton,1,2
Arne L. Duwaer,1,0
P. Seaton,1,1
Arnold M. Lund,1,1
Arnold Lund,2,1
P. D. Wellner,1,14
P. von Papstein,1,0
Pam Morgan,1,25
Pamela Jamar,1,0
Pamela Kursted,1,0
Pamela Savage,1,4
Pamela K. Schraedley,1,35
Panu Korhonen,3,89
Parto Dehdashti,2,4
Pascal Guitton,1,4
Pat Billingsley,1,0
Pat O'Hara,1,4
Patricia A. Billingsley,1,0
Patricia Russo,1,19
Patricia Somers,1,8
Patricia L. Strohm,1,0
Patricia G. Wojahn,1,14
Patricia Wojahn,2,10
Patricia A. Young,1,0
Patrick Curran,2,2
Patrick A. Holleran,1,0
Patrick Lecoanet,1,11
Patrik Schwalbe,1,6
Patti L. Zila,1,2
Paul Allie,1,9
Paul M. Aoki,6,114
Arthur Murphy,1,4
Paul Beardsley,1,17
Paul Brennan,1,0
Paul A. Cairns,1,5
Paul M. Cashman,1,0
Paul Gardien,1,1
Paul Gulley,1,50
Paul Isaacs,1,5
Paul Kabbash,4,151
Paul Kanevsky,1,4
Paul Luff,4,141
Paul P. Maglio,4,113
Paul McCright,1,0
Paul Milgram,8,139
Paul Mithra,1,0
Paul Pinkney,1,0
Paul Rea,1,10
Paul S. Rosenbloom,1,9
Paul Sawyer,1,4
Paul Seaton,1,5
Paul Sorenson,2,0
Paul Yarin,4,78
Paul de Greef,1,0
Paula Curtis,1,5
Paula Kotz&#233;,1,1
Paula S. Levy,1,20
Paulien F. Strijland,1,0
Paulo Barthelmess,1,5
Pavel Curtis,1,5
Pedro A. Szekely,1,35
Pedro Szkeley,1,4
Pekka Isomursu,1,1
Penny F. Bauersfeld,1,2
Penny Collins,1,0
Per Dahlberg,2,3
Perry F. Sennewald,1,0
Pete Faraday,3,19
Pete Lockhart,1,1
Peter Aberg,2,0
Peter R. Atherton,1,7
Peter Bohlin,1,0
Peter Eisenberg,1,0
Peter Fairweather,1,4
Peter Faraday,4,37
Arye R. Ephrath,1,0
Peter Haunold,2,10
Peter Hu,1,0
Peter Ju,1,14
Peter H. Kahn,5,43
Peter L&#246;nnqvist,1,2
Peter Ljungstrand,5,48
Peter J. Macer,1,0
Peter Meuleman,1,3
Peter R. Newsted,1,0
Peter Purgathofer,1,0
Peter Seitz,1,168
Peter Spiller,1,21
Petra Rexroth,1,168
Phil Frei,2,53
Philip R. Cohen,2,11
Philip Cohen,1,1
Philippe Palanque,6,18
Philippe P. Piernot,1,5
Philippe Piernot,2,23
Phillip Jeffrey,2,5
Phillip Joe,1,3
Phillip B. Shoemaker,2,3
Pieter Blignaut,1,1
Pieter Unema,2,1
Piyawadee Noi Sukaviriya,1,20
Piyawadee Sukaviriya,4,61
Polle T. Zellweger,5,57
Polle Zellweger,1,59
Ati Gropius Johansen,1,0
Pradeep Henry,1,2
Pranay Patel,1,20
Atsushi Aoki,1,3
Purnendu S. Ojha,1,6
Qiang Alex Zhao,1,8
Quentin Jones,4,7
Quentin Stafford-Fraser,1,12
Atty Mullins,1,17
R Stuyver,1,0
R&#233;mi Bastide,1,13
Aulikki Hyrskykari,1,19
Aurelie Plaisant,1,27
Austin Henderson,1,34
R. C. Burgess,1,0
R. C. Burnett,1,1
A. Bisseret,1,0
R. B. Connaghan,1,2
Avril Hodges,1,0
R. Guidon,1,4
Axel Platz,1,46
R. Hamel,1,0
R. Harshman,1,66
A. C. M. Blankendaal,1,7
R. T. King,1,0
R. Bowen Loftin,2,6
R. McCall,1,29
R. W. Noel,1,3
R. S. Olyha,1,10
R. Penmetsa,1,0
R. L. Potter,1,58
R. J. Roske-Hofstrand,1,1
R. Subramani,2,44
Rachael Sokolowski,1,2
Rachel K. E. Bellamy,5,61
Rachel Bellamy,1,0
Rafi Nachmias,1,14
Rajan Pathasarathy,1,1
Rajiv Choudhard,1,48
Raman M. Felciano,1,1
Randall B. Smith,2,115
Randall Sparks,2,3
Randolph G. Bias,1,8
Randy Kerr,1,1
Raoul Rickenberg,1,36
Raquel O. Prates,4,3
Rashmi R. Sinha,1,37
Raven Wallace,1,11
Ravikanth Pappu,1,3
Ravin Balakrishman,1,2
Ravin Balakrishnan,10,155
Ravinder S. Bhogal,1,133
Ravinder Bhogal,1,26
Ravinder Chandh,1,1
Ravinder Chandhok,1,9
Ray Bareiss,3,3
Ray McCall,2,32
Raymond W. Bennett,1,9
Raymond Bennett,1,1
Rebecca Carr,1,12
Rebecca B. Lee,1,54
Rebecca T. Mercuri,1,5
Regine Freitag,1,0
Reinhard Sefelin,3,68
Reinoud Hulzebosch,1,0
Reza Jalili,1,21
Rich Finn,1,11
Rich Gossweiler,6,81
Rich Mushlin,1,2
Richard J. Aldridge,1,2
Richard Bentley,1,3
Richard A. Bolt,3,64
Richard Borovoy,2,32
Richard Buchanan,1,1
Richard C. Davis,1,54
Richard F. Dillion,1,2
Richard Foulds,1,4
Richard Frankel,1,1
Richard M. Kane,1,2
Richard Ladner,1,2
B. Bischoff,1,10
Richard McDaniel,1,1
Richard Mu&#241;oz,1,2
Richard Osgood,1,1
Richard Stoakley,1,158
Rick Borovoy,2,71
Rick Sayre,1,4
Rick Shriner,1,4
Rick Sobiesiak,1,0
Ricky E. Savage,1,1
Rina Schul,1,16
Rita M. Bush,2,9
Rita L. Danielsen,1,0
B. Buxton,1,4
Rob Radlinski,1,1
Rob Wilkins,1,1
Robert Berg,1,66
Robert O. Briggs,1,0
Robert W. Brodersen,1,8
Robert R. Dickinson,1,1
Robert Fawcus,1,4
Robert M. Fein,1,8
Robert Fish,1,0
Robert J. Glushko,1,8
Robert Lambourne,1,5
Robert Langridge,1,0
Robert Leichner,1,25
Robert D. Macredie,1,1
Robert Markison,1,1
Robert M. Mulligan,2,13
Robert O'Brien,1,2
Robert J. Remington,1,0
Robert Root,1,4
Robert J. Schloss,1,3
Robert S. Schulman,2,0
Robert Sclabassi,1,25
Robert A. Shillner,2,7
Robert Silvers,1,2
Robert Slagter,3,75
Robert B. Terwilliger,2,5
Robert Trevellyan,1,3
Robert A. Virzi,2,37
Robert C. Williges,2,3
Roberta Mancini,1,2
Roberto Moriy&#243;n,1,0
Robin Heath,1,0
Robin Kinkead,1,3
Robin L. Kullberg,2,7
Robin Tuck,1,5
Roby Stancel,1,5
Robyn Kozierok,1,1
Rocky Harris,1,0
Roderick Perkins,1,1
Rodolfo Soto,1,6
Roel Vertegaal,22,303
Roger W. Ehrich,1,5
Roger W. Schvaneveldt,1,0
Roger Tourangeau,2,1
Roland Arsenault,1,11
Rolf Schulmeister,1,0
Roman Erenshteyn,1,4
Ron Baecker,7,115
Ron LeMaster,1,1
Ron Oosterholt,1,12
Ron Riesenbach,1,6
Ron Van Buskirk,2,11
Ronald M. Baecker,7,174
Ronald Baecker,7,75
Ronald Nowaczyk,1,2
Ross Wilkinson,1,1
Roxanne F. Bradley,1,0
Roy Kuntz,1,0
Roy Rodenstein,4,23
Rui Prada,1,6
Rupert England,1,2
Russell N. Owen,3,33
Ruth Huard,1,5
Ruth Rosenholtz,4,158
S. Todd Barlow,1,133
B. Inwood,1,19
B. F. Johnson,1,7
S. Doane,1,0
S. T. Dumais,1,66
S. Ehrlich,1,2
S. K. Ganapathy,1,27
S. J. Gibbs,1,21
S. Jagannath,1,0
S. T. Knox,2,8
S. E. McDaniel,1,0
S. G. McLellan,1,8
S. J. Mountford,1,4
B. M. Lange,1,26
B. Laurel,1,4
S. E. Poltrock,3,30
S. P. Robertson,1,2
S. W. Tyler,2,5
S. Weyer,1,3
S.-K. Yap,1,2
SK Lee,1,43
Sabine Musil,2,0
Sabine Volbracht,2,2
Sachiko Kawachiya,1,18
Sally Grisedale,1,18
Sally Rudmann,1,0
Sam Hecht,1,0
Samuel A. Rebelsky,1,0
Sandeep Kochhar,1,1
Sandia Ren,3,17
Sandra Goldstein Hirsh,1,0
Sang Mah,3,6
Sara A. Bly,2,37
Sara J. Czaja,3,1
Sara Elo,1,1
Sara Parsowith,1,18
Sarah A. Bloomer,1,0
Sarah Bly,1,2
Sarah D. Breedin,1,2
Sarah Craighill,1,133
Sarah Lualdi,1,12
Sasha Jovicic,1,0
Satoru Nakanishi,1,1
Satu S. Parikh,1,2
Satu Ruuska,1,1
Scott Butler,1,1
Scott Douglass,1,20
Scott Elrod,1,124
Scott Fertig,1,34
Scott Flinn,1,13
Scott D. Kahn,1,0
Scott R. Klemmer,12,174
Scott MacGregor,1,0
Scott D. Mainwaring,3,95
Scott Mathis,1,0
Scott L. Minneman,2,92
Scott Minneman,4,98
Scott Prevost,1,1
Scott S. Snibbe,1,5
Scott Stevens,1,3
Scott Stornetta,1,104
Scott Stratton,1,0
Scott Studer,1,27
Scott Tiernan,1,14
B. Parkhurst,1,0
Sebastiano Pizzutilo,1,2
Seiichi Higaki,1,0
Seiji Kitakaze,1,0
Serena Corazza,1,0
Sergio Canetti,2,3
Seum-Lium Gan,1,1
Severin V. Grabski,1,0
Shankar Narayanaswamy,1,8
Shannon L. Halgren,2,7
Shari L. Jackson,4,57
Shari Trewin,2,2
Sharolyn A. Converse,1,133
Sharon A. Davison,1,2
Sharon R. Garber,1,6
Sharon L. Greene,1,1
Sharon Greene,1,19
Sharon J. Laskowski,1,0
Sharon Laskowski,2,2
Sharon Traweek,1,1
Shawn A. Elson,1,29
Shawna Meyer,2,11
B. J. Reiser,1,3
Shelly Dews,3,5
Shelly D. Farnham,2,46
Sheng-Tsai Fu,1,0
Sherman R. Alpert,4,32
Sherman W. Tyler,2,1
Sherman Tyler,1,0
Sherman Wilcox,1,0
Sherry Hsi,2,4
Sherry Lassiter,1,1
Sheryl M. Ehrlich,4,31
Shigeo Sumino,1,12
Shin Takahashi,1,1
Shingo Uchihashi,1,32
Shinichirou Yamamoto,1,6
Shinji Nabeshima,1,6
Shinya Tanifuji,1,11
B. Sandblad,1,8
Shun'ichi Tano,4,1
Shunichi Numazaki,2,8
Sigeru Sato,1,1
Sile O'Modhrain,1,7
Silvia Tessa,1,9
Eser Kandogan,1,0
Juho Kim,1,0
Thomas P. Moran,1,0
Pablo Pedemonte,1,0
Elba del Carmen Valderrama Bahamondez,1,0
Christian Winkler,1,0
Albrecht Schmidt,1,0
Ruy Cervantes,1,0
Mark Warschauer,1,0
Bonnie Nardi,1,0
Nithya Sambasivan,1,0
Gaurav Paruthi,1,0
William Thies,1,0
Manuela Waldner,1,0
Markus Steinberger,1,0
Raphael Grasset,1,0
Dieter Schmalstieg,1,0
Morgan Dixon,1,0
Daniel Leventhal,1,0
James Fogarty,1,0
Aqueasha M. Martin,1,0
Yolanda A. Rankin,1,0
Joe Bolinger,1,0
Bonnie E. John,1,0
Michael Massimi,1,0
William Odom,1,0
Richard Banks,1,0
David Kirk,1,0
Emily Getty,1,0
Jessica Cobb,1,0
Meryl Gabeler,1,0
Christine Nelson,1,0
Ellis Weng,1,0
Jeffrey Hancock,1,0
Michael Massimi,1,0
Ronald M. Baecker,1,0
Anne Roudaut,1,0
Henning Pohl,1,0
Patrick Baudisch,1,0
Gilbert Beyer,1,0
Florian Alt,1,0
J&#246;rg M&#252;ller,1,0
Albrecht Schmidt,1,0
Karsten Isakovic,1,0
Stefan Klose,1,0
Manuel Schiewe,1,0
Ivo Haulsen,1,0
Karl D.D. Willis,1,0
Ivan Poupyrev,1,0
Takaaki Shiratori,1,0
Peter Dalsgaard,1,0
Kim Halskov,1,0
Daniel Fallman,1,0
Elizabeth Goodman,1,0
Erik Stolterman,1,0
Ron Wakkary,1,0
Kate Starbird,1,0
Leysia Palen,1,0
Catherine C. Marshall,1,0
Frank M. Shipman,1,0
Haewoon Kwak,1,0
Hyunwoo Chun,1,0
Sue Moon,1,0
Funda Kivran-Swaine,1,0
Priya Govindan,1,0
Mor Naaman,1,0
Jennifer Golbeck,1,0
Derek Hansen,1,0
Irina Shklovski,1,0
Nalini Kotamraju,1,0
Lauren Scissors,1,0
N. Sadat Shami,1,0
Tatsuya Ishihara,1,0
Steven Rohall,1,0
Shin Saito,1,0
Chen Zhao,1,0
Gonglue Jiang,1,0
Chang Hu,1,0
Benjamin B. Bederson,1,0
Philip Resnik,1,0
Yakov Kronrod,1,0
Leslie Setlock,1,0
Susan Fussell,1,0
Geoffrey B. Duggan,1,0
Stephen J. Payne,1,0
Robin L. Hill,1,0
Anna Dickinson,1,0
John L. Arnott,1,0
Peter Gregor,1,0
Louise McIver,1,0
Sanne Elling,1,0
Leo Lentz,1,0
Menno de Jong,1,0
Beverly Freeman,1,0
Scott Davidoff,1,0
Brian D. Ziebart,1,0
John Zimmerman,1,0
Anind K. Dey,1,0
Svetlana Yarosh,1,0
Gregory D. Abowd,1,0
Hayes Raffle,1,0
Janet Go,1,0
Mirjana Spasojevic,1,0
Glenda Revelle,1,0
Koichi Mori,1,0
Rafael Ballagas,1,0
Kyle Buza,1,0
Hiroshi Horii,1,0
Joseph Kaye,1,0
Kristin Cook,1,0
Natalie Freed,1,0
Tejinder K. Judge,1,0
Carman Neustaedter,1,0
Steve Harrison,1,0
Andrew Blose,1,0
Marian D&#246;rk,1,0
Sheelagh Carpendale,1,0
Carey Williamson,1,0
Jeff Huang,1,0
Ryen W. White,1,0
Susan Dumais,1,0
Yusuke Yamamoto,1,0
Katsumi Tanaka,1,0
Julia Schwarz,1,0
Meredith Morris,1,0
Joe Marshall,1,0
Steve Benford,1,0
Jonathan Hook,1,0
David Green,1,0
John McCarthy,1,0
Stuart Taylor,1,0
Peter Wright,1,0
Patrick Olivier,1,0
Erik Andersen,1,0
Yun-En Liu,1,0
Rich Snider,1,0
Roy Szeto,1,0
Zoran Popovi&#263;,1,0
Hyunjung Kim,1,0
Woohun Lee,1,0
Rubaiat Habib Kazi,1,0
Kien Chuan Chua,1,0
Shengdong Zhao,1,0
Richard Davis,1,0
Kok-Lim Low,1,0
Rob Dijkstra,1,0
Christopher Perez,1,0
Roel Vertegaal,1,0
Byron Lahey,1,0
Audrey Girouard,1,0
Winslow Burleson,1,0
Roel Vertegaal,1,0
Thorsten Karrer,1,0
Moritz Wittenhagen,1,0
Leonhard Lichtschlag,1,0
Florian Heller,1,0
Jan Borchers,1,0
Hyunyoung Song,1,0
Hrvoje Benko,1,0
Francois Guimbretiere,1,0
Shahram Izadi,1,0
Xiang Cao,1,0
Ken Hinckley,1,0
Peng Song,1,0
Wooi Boon Goh,1,0
Chi-Wing Fu,1,0
Qiang Meng,1,0
Pheng-Ann Heng,1,0
Kenrick Kin,1,0
Tom Miller,1,0
Bj&#246;rn Bollensdorff,1,0
Tony DeRose,1,0
Bj&#246;rn Hartmann,1,0
Maneesh Agrawala,1,0
Dimitar Valkov,1,0
Frank Steinicke,1,0
Gerd Bruder,1,0
Klaus Hinrichs,1,0
Cary Williams,1,0
Xing Dong Yang,1,0
Grant Partridge,1,0
Joshua Millar-Usiskin,1,0
Arkady Major,1,0
Pourang Irani,1,0
Ido Guy,1,0
Adam Perer,1,0
Tal Daniel,1,0
Ohad Greenshpan,1,0
Itai Turbahn,1,0
Kathleen Tuite,1,0
Noah Snavely,1,0
Dun-yu Hsiao,1,0
Nadine Tabing,1,0
Zoran Popovic,1,0
Lixiu Yu,1,0
Jeffrey V. Nickerson,1,0
Alexander J. Quinn,1,0
Benjamin B. Bederson,1,0
Daniel Wigdor,1,0
Hrvoje Benko,1,0
John Pella,1,0
Jarrod Lombardo,1,0
Sarah Williams,1,0
Patrick Chiu,1,0
Chunyuan Liao,1,0
Francine Chen,1,0
Dominik P. K&#228;ser,1,0
Maneesh Agrawala,1,0
Mark Pauly,1,0
Qian Sun,1,0
Chi-Wing Fu,1,0
Ying He,1,0
Mathias Frisch,1,0
Sebastian Kleinau,1,0
Ricardo Langner,1,0
Raimund Dachselt,1,0
Yves Guiard,1,0
Halla B. Olafsdottir,1,0
Simon T. Perrault,1,0
Renaud Blanch,1,0
Michael Ortega,1,0
Jacob O. Wobbrock,1,0
Kristen Shinohara,1,0
Alex Jansen,1,0
Regan L. Mandryk,1,0
Calvin Lough,1,0
Jacob O. Wobbrock,1,0
Alex Jansen,1,0
Kristen Shinohara,1,0
Barry Brown,1,0
Stuart Reeves,1,0
Scott Sherwood,1,0
Jacki O'Neill,1,0
David Martin,1,0
Tommaso Colombino,1,0
Antonietta Grasso,1,0
John Zimmerman,1,0
Anthony Tomasic,1,0
Charles Garrod,1,0
Daisy Yoo,1,0
Chaya Hiruncharoenvate,1,0
Rafae Aziz,1,0
Nikhil Ravi Thiruvengadam,1,0
Yun Huang,1,0
Aaron Steinfeld,1,0
Christopher A. Le Dantec,1,0
Robert G. Farrell,1,0
Jim E. Christensen,1,0
Mark Bailey,1,0
Jason B. Ellis,1,0
Wendy A. Kellogg,1,0
W. Keith Edwards,1,0
Jill Palzkill Woelfer,1,0
David G. Hendry,1,0
Jill Palzkill Woelfer,1,0
Amy Iverson,1,0
David G. Hendry,1,0
Batya Friedman,1,0
Brian T. Gill,1,0
Nicholas Diakopoulos,1,0
Funda Kivran-Swaine,1,0
Mor Naaman,1,0
Michael Sedlmair,1,0
Petra Isenberg,1,0
Dominikus Baur,1,0
Michael Mauerer,1,0
Christian Pigorsch,1,0
Andreas Butz,1,0
Jian Zhao,1,0
Fanny Chevalier,1,0
Ravin Balakrishnan,1,0
Krist Wongsuphasawat,1,0
John Alexis Guerra G&#243;mez,1,0
Catherine Plaisant,1,0
Taowei David Wang,1,0
Meirav Taieb-Maimon,1,0
Ben Shneiderman,1,0
William Gaver,1,0
Peter Wright,1,0
Andy Boucher,1,0
John Bowers,1,0
Mark Blythe,1,0
Nadine Jarvis,1,0
David Cameron,1,0
Tobie Kerridge,1,0
Alex Wilkie,1,0
Robert Phillips,1,0
Abigail Durrant,1,0
Duncan Rowland,1,0
David S. Kirk,1,0
Steve Benford,1,0
Joel E. Fischer,1,0
Derek McAuley,1,0
Simon Jones,1,0
Eamonn O'Neill,1,0
Andr&#233;s Lucero,1,0
Jussi Holopainen,1,0
Tero Jokela,1,0
Neema Moraveji,1,0
Meredith Morris,1,0
Daniel Morris,1,0
Mary Czerwinski,1,0
Nathalie Henry Riche,1,0
Nikhil Sharma,1,0
Adam Fourney,1,0
Richard Mann,1,0
Michael Terry,1,0
Thomas Fritz,1,0
Gail C. Murphy,1,0
Haimo Zhang,1,0
Shengdong Zhao,1,0
Celine Latulipe,1,0
Erin A. Carroll,1,0
Danielle Lottridge,1,0
Celine Latulipe,1,0
Erin A. Carroll,1,0
Danielle Lottridge,1,0
Robyn Taylor,1,0
Guy Schofield,1,0
John Shearer,1,0
Jayne Wallace,1,0
Peter Wright,1,0
Pierre Boulanger,1,0
Patrick Olivier,1,0
Justin Cranshaw,1,0
Aniket Kittur,1,0
Cecilia R. Aragon,1,0
Alison Williams,1,0
Yla R. Tausczik,1,0
James W. Pennebaker,1,0
Marshini Chetty,1,0
David Haslem,1,0
Andrew Baird,1,0
Ugochi Ofoha,1,0
Bethany Sumner,1,0
Rebecca Grinter,1,0
Juan David Hincapi&#233; Ramos,1,0
Aur&#233;lien Tabard,1,0
Jakob E. Bardram,1,0
Ming Ki Chong,1,0
