cursor prediction,1,7
cross-species,1,0
user studies work analysis,6,5
text skimming,1,1
comzone,1,2
digital columns,1,0
opinion visualization,2,0
graduate programs,1,0
mixed object(mo),1,0
product acceptance,1,3
zoomable user interfaces,4,101
grandparents,2,14
non-traditional environments,1,1
observational learning,1,0
gaze input,1,2
rui,2,29
scenarios,21,161
mirror worlds,1,4
gaming concepts,1,8
on-body interaction,1,7
autonomous,1,4
digraph probabilities,1,68
rehabilitation technology,1,0
classroom experiments,1,2
handicapped,3,8
consulting,3,11
display space management,1,0
patient-centered design,1,0
procedural programming,1,0
learner centered design,1,7
place recommendation,1,3
learning hand characters,1,2
mechanical design,1,0
design guidelines,14,142
audience-driven movie,1,0
rsi,1,4
index of performance,2,17
content-aware,2,8
linguistic models,1,68
systems development life cycle,1,8
embodied technologies,1,3
trade shows,1,0
chhi,1,2
speech systems,1,2
tone of voice,1,8
desktop sharing,1,0
kinetic design material,1,0
usabilty,1,12
personal documentary,1,0
rich embodiment,1,6
rst,1,1
rss,2,5
computer use,2,0
at-risk populations,1,13
trustworthiness,5,181
carers survey,1,0
persona usage,1,0
credibility feedback,1,0
scoring device,1,0
music icons,1,0
asymmetric dominance,1,0
audio technology,1,0
consumer attitudes,1,4
multi-layer interaction,1,12
kiosk,3,3
material aesthetics,1,2
mobile taskflow,1,0
large-scale events,1,11
geographic information systems (gis),3,4
usernames,1,2
whole-body interaction design,1,6
command and control,1,0
user interface environment,1,4
ui processes,1,1
narrative theory,1,0
developer work practices,1,1
intellectual teamwork,1,7
non-planar screens,1,0
exploratory,1,1
mobile maps,1,4
moderators,1,1
mathematical problem solving,1,1
trajectory,2,17
display design,3,30
jota,1,0
collective sensemaking,1,0
direction keys,1,0
classroom learning,1,11
exhibits,4,49
paleosketch,1,7
rapport,5,1
web publishing,1,3
penguin,1,1
law enforcement,2,5
predicates,1,12
real-time information,1,1
cross-cultural interaction,1,2
humanoid robot,1,1
real time,1,0
kinetic interaction,1,0
pims,1,0
avatar realism,4,4
animated help,1,6
sas,1,0
multi-modal interfaces,7,124
tactex mtc,1,5
geometry manipulator,1,0
large scale displays,1,26
receptivity,1,0
comic books,2,10
physiological measurements,4,32
sense of identity,1,0
gui design,3,5
entry and editing,1,8
concurrent think aloud protocol,1,0
multi-scale navigation,3,27
family album,1,0
frequency tag,1,0
museums,12,101
pile,1,1
event service,1,1
shutter glass stereo,1,1
robust,2,29
display format,1,14
visual cues,3,7
wine production,1,0
re-finding information,1,0
databases,4,7
haptic input device,1,1
delphi method,1,0
boundary work,1,1
user study.,1,1
constraint solver,1,34
interdisciplinary research,2,0
user interface customization,1,0
domain orientation,1,13
heat,2,1
access control,12,58
intelligent tutoring,2,6
graph layout,2,22
chinese rural people,1,0
information filtering,5,2
mobile hci,7,82
acoustic interaction,1,1
international usability testing,3,7
adaptable interfaces,2,76
collocated collaboration,3,15
tool support for evaluation,1,9
projector-camera system,2,0
policy,6,43
pen-based computing,10,228
information tasks,2,11
reciprocity,4,16
media,8,111
limestick,1,0
on-line shopping,1,5
usability-focused development,1,0
spreadsheets,5,166
tools for usability evaluation,2,7
wrist input,1,8
input actions,1,0
interactive 3d,1,0
user-friendly,1,0
communication-minded visualization,1,29
green it,1,0
text-based interface,1,31
social awareness,6,33
section 508,1,0
hci and design,1,13
blind users.,1,3
ambient system,1,0
social translucence,4,76
wearables,5,23
handheld devices,14,144
mixed focus collaboration,1,31
head up games,1,3
social issues,17,111
constructed publics,2,4
interruption study,1,4
mobile devices,75,559
situated learning,2,15
procedural knowledge,2,29
pressure sensitive input,1,11
interaction analysis,8,123
aesthetic judgments,1,3
socialization,1,2
finger input,1,7
ux strategy,2,0
tungsten,1,1
sustainable design,2,0
health informatics,9,28
sustainability,67,249
interaction and content design,1,0
physically embodied interfaces,1,49
monitoring,4,31
patterns,6,21
font design,1,9
death,7,10
social software,20,227
remote observation,1,0
design pattern,1,0
hand-off,1,1
public and private representations,1,3
multiple user interfaces,1,1
planar map coloring,1,0
human-information interaction (hii),1,5
direct-touch input,1,4
location privacy,2,9
electronic bulletin boards,1,2
touch-typing,2,9
gps (global positioning system),1,0
pivot,2,1
mobile cscw,1,2
six sigma,1,26
b2c relationship,1,13
automatic user interface generation,1,38
multiple window strategies,1,0
sid,1,13
prosodics,1,0
subtle interaction,2,22
professional associations,2,1
cross-cultural user experience,1,0
3d gestures,1,9
history,18,220
case studies,5,25
charts,1,0
sir,1,0
international user studies,1,2
physical programming,2,33
multi-scale electronic worlds,1,6
embodied schema,1,1
mediated communication,8,185
user involvement,5,20
input interfaces,1,1
sig,3,0
personal news,1,1
bifocals,1,0
social network sites,9,35
aversive behavior,1,5
aged,1,0
neuro-marketing,1,1
editorial review,1,25
expanding targets,1,65
technology education,1,1
menu enhancement,1,6
web engineering,1,2
digital fabrication,1,0
resource sharing,1,15
support of knowledge sharing,1,0
analysis methods (e.g. task/interaction modeling),2,10
situational impairment,1,0
user centred,1,2
subjective judgments,1,1
visual grouping,1,1
attentive user interface,1,14
measurement,8,50
force feedback,18,198
parolees,1,12
ubiquitous design,1,0
image communication,2,20
sex,1,6
magic window system,1,0
arduino,1,0
co-citation analysis,2,78
rake cursor,1,7
patent search,1,0
research-practice misalignment,2,0
novel interactive patterns,1,0
hcisec,1,1
reflective design,5,16
bidirectional interfaces,1,0
think aloud protocol,1,0
people-tagging,1,2
collocated (co-located) collaborative design,1,4
data synchronization,1,1
image-mediated communication,1,17
interaction design and children,1,3
user strategies,1,19
designing for perceptual crossing,1,0
deceit,1,0
multidisciplinary design/interdisciplinary design,2,4
verb visualization,1,5
magnified views,1,0
wireless networks,5,182
behavioral indicators,1,20
dialog history,1,2
chi technical program,1,0
chi design,1,0
social identification,1,9
contour integration,1,1
computer interviews,1,9
interactive 3d rotations,1,14
user centered design,19,89
development tools,6,65
microphone array,1,4
indeterminacy,3,8
mood induction,1,0
haptic user interfaces,1,5
liveboard,1,59
online collaborative mathematics,1,0
global products,1,0
event priming,1,0
bilinear,1,3
quantitative design approach,1,0
video data,1,1
design language,1,0
family contract,1,0
multiscale worlds,1,12
literature review,2,0
multimodal output,1,91
locative experiences,1,1
socio-economic structure,1,0
social information foraging theory,1,7
som,1,2
data-centric,1,0
social sensing,1,0
artifact-mediated collaboration,1,1
assessment of system usability,1,3
dynmic team work,1,168
folding nets,1,7
collocation,3,6
image schema,1,1
6 degree-of-freedom control,1,11
written content,1,0
location-based posting,1,1
formal models of the user,1,2
deviant behavior,1,1
market design,1,4
demography,1,1
selection technique,1,3
transparent widgets,3,19
professional networking,1,0
experiences,1,0
electronic sharing,1,0
interactive textiles,1,9
text classification,2,0
interaction map,1,0
nonverbal interaction,1,4
wireless networking,2,8
social dynamics,2,68
democracy,1,0
crisis informatics,4,10
configuration design,1,2
multi-device interaction,1,5
distributed logic programming,1,3
fluid interface,1,0
freehand gesture input,1,0
mixed-initiative interfaces,1,9
energy feedback,1,0
website evaluation,1,0
design representations,2,25
constructionist learning,1,0
multimodal interface design,2,51
incremental formalization,1,30
interview,5,5
source code,1,9
reality-based interaction,9,68
stroke gesture,1,11
pointing,34,508
design,249,1391
eyes free operation of computers,1,0
data curation,1,1
collaborative interactive evolution,1,14
chording,4,47
computing,1,10
chat,17,237
tactile communication,1,1
ui toolkits,1,8
mobile personal devices,1,7
cognitive architectures,3,26
machine violence,1,4
information interfaces,1,1
eliciting preferences,1,7
frames of reference,1,0
third world,1,10
eco-feedback,2,8
competence,1,0
large display interaction,1,0
paper surveys,1,2
crowdsourcing,19,23
correlation,3,11
speech archives,2,23
audio i/o,1,1
hearsay,1,0
ambientroom,1,36
novel interaction objects,1,6
post-production,1,0
recording consoles,1,0
uniqueness of weight,1,5
satisficing,2,7
user interface description language,1,0
interactive systems,5,98
sns,4,54
review process,1,0
online,3,5
sna,1,16
facet browsing,1,2
e-health interventions,1,0
computer-related anxiety,1,0
tuning,1,0
phone security,1,5
pen tablet,1,2
motion kinematics,1,0
fitt's law,10,17
personal summarizing,1,1
compound tasks,1,79
sms,11,100
smr,1,0
non-command interfaces,1,1
website planning,1,0
hand clapping,1,3
information disassembly,1,17
eating,2,13
healthcare system/service,1,3
cursor trajectories,2,3
scheme,1,1
online volunteer group,1,1
non-alphabetical languages,1,0
window into virtuality,1,0
personal and shared spaces,1,28
exploratory data visualizer,1,2
assistive interfaces,1,3
self-disclosure,6,6
distribution of information,1,3
computational textiles,2,34
object-oriented user interface,2,12
cursor positioning tasks,1,67
bystanders,1,7
air hockey,1,0
serialization,1,0
user interface specialists,1,7
second wave,1,3
user engagement,3,1
handheld computing,2,37
domestic computing,1,0
differences,1,4
preschool community,1,0
gesture-based interface,3,18
document,3,123
handheld computer,2,6
business communication,1,0
large fan-outs,1,0
seeds,1,30
two handed joint,1,1
child development,2,0
autonomous characters,3,15
awareness devices,1,9
handheld,7,45
design process theory,1,0
parental feedback,1,0
threading,2,7
interoperability,2,5
tagcloud,1,38
aspect-level browsing,1,6
management of user experience,1,0
computer gaming,3,11
conceptual models,1,6
interface techniques,1,19
performing arts,2,0
software philosophy,1,0
product seductiveness,1,0
commenting system,1,0
design planning,4,1
recommendation intervals,1,1
business software,1,1
disruption,2,4
rug/carpet,1,0
encounter,2,0
f-formation,1,0
contents deformation,1,0
telecare,4,0
intelligent user interfaces,7,25
thanatosensitive design,3,2
design framework,4,137
privacy paradox,1,0
hci in latin america,1,1
automatic presentation recording,1,4
joystick,4,22
bump and hole,1,22
stc,1,0
sense of community,3,1
human robot interaction,4,15
ethnography.,1,0
affective technology,1,0
active objects,2,23
sts,2,6
performance models,1,0
music sharing,2,42
physicians,1,0
user patterns,1,16
genetic algorithm,2,9
tele-presentation,1,17
cloud computing,1,1
content recognition,1,13
elder,2,9
sus,1,1
multimodal system,2,0
improving sports performance,1,2
netbook,1,0
emoticon,2,3
jumbotron,1,0
knowledge apprentices,1,0
asia it & c,1,0
telephone-based solution,1,8
individual expression,1,0
usability test,7,25
recycling,3,0
team design,9,5
lurker,1,60
structural analysis,2,9
multi-monitor,3,38
socio-cultural relevance,1,0
activity recognition,2,0
digital image management,1,23
intrabody communication,1,5
blind,13,56
web history,3,20
everyday life,2,23
tag,1,2
eye movement,6,26
user modelling,2,2
drag-and-pop,1,19
classmatepc,1,0
user studies and fieldwork,4,8
rooms,1,0
future hci,1,1
enclosure,1,2
game interface,1,3
incentives,1,139
cursorless user interfaces,1,5
stakeholder analysis,1,2
query result visualization,1,3
layered design,1,0
tas,1,5
interactors,1,45
tap,4,32
font size,1,5
touch-screen,3,18
unhelpful helping,1,0
visitor studies,1,4
user effect,1,13
graphical chat,1,25
mobile phone communication,2,3
on-line monitoring,1,0
sensing,10,133
pattern support tools,1,19
cellular phone,4,19
ui style guide,1,1
global positioning system (gps),2,0
user presence,1,1
value-sensitive design,7,59
verbal analysis,1,31
research-oriented design,2,66
cognitive ergonomics,1,8
learning process,1,0
community success,1,19
rhetorical structure theory,1,11
user simulation,1,27
emergency response,7,53
measurable objectives,2,0
rechargeable battery,1,1
qwerty,3,19
voice interface,1,0
paradigms,1,0
network community,3,43
information exchanges,1,27
automated knowledge updating,1,3
design meetings,1,3
error model,1,4
3d virtual audio environment,1,0
peripheral and ambient and notification displays,1,5
design workshop,1,18
diet,5,7
rational analysis,1,7
instructional tools,1,0
usability engineering,41,187
hard-to-use,1,0
online asynchronous discussion,1,10
self-assessment,1,0
math word problems,1,1
area cursor,2,80
social sharing,2,1
advanced technology,1,3
open source software,5,11
marking menu,1,11
back-of-device feedback,1,0
text categrization,1,71
goal crossing,1,84
broadband networks,1,0
usable privacy,1,0
pivoting,1,0
environment,3,0
expandable grid,1,26
similarity measure,2,2
closed-loop,1,0
haptic trajectory playback,1,4
email archive,2,26
business history,1,0
intrusive technology,1,8
engagement level,1,0
wizard-of-oz,4,13
moblogs,1,10
pointing techniques,1,5
classroom ethnography,1,0
meeting archival,1,3
responsiveness,2,30
new product development,1,0
isolation,3,7
product design cycle,1,4
mobiles,1,3
energy management,1,0
asynchronous testing,1,1
parsing,1,1
commonsense reasoning,3,21
american sign language,2,0
shared display groupware,1,3
architecture and design,1,0
cost-benefit analysis,6,47
location-based information,1,0
rank-by-feature framework,1,0
mobile interface design,1,6
programming pedagogy,1,15
web browsers,9,46
intimate interface,2,22
internet appliance,1,3
azureus,1,3
cultural template,1,0
rhythm learning,1,2
low fidelity prototypes,1,0
visibility,2,7
mouse emulation,1,8
program auralization,1,8
web site user interface,1,0
performance monitoring,1,1
camera angle,1,7
target expansion,1,0
affective technologies,1,0
international issues,1,2
online chat,1,16
elasticity,1,7
rapid software generation,1,0
assistive technology (at),1,6
speech access,2,50
interactive system for children,1,0
multi-scalar systems,1,3
virtual or augmented reality experiences,1,19
computer supported cooperative work (cscw),5,85
contextual cue,1,0
knowledge,2,3
empirical analysis,1,25
communications,2,0
live tv collaboration communication indexical gestures mobile technology video production sport,1,1
neonatal intensive care,1,6
event management,1,0
robotic wheelchair,1,0
component-orientation.,1,0
training,21,50
appointments,1,5
model-based design methods,1,0
dialogic reading,2,6
software engineering,15,24
interactive learning environments,2,58
special interest area,1,0
sensorialism,1,23
integrated design,1,168
mixed reality environments,1,4
sociability,6,9
contextual views,1,31
bodynet,1,24
telematics,1,1
explorative factor analysis,1,0
leases,1,41
planned vs. situated action,1,3
context-dependent interactive systems,2,1
web searching,5,15
social reinforcement,2,1
paper prototypes,1,0
testing,10,17
informal,4,81
precise multi-touch interactions,1,0
window management,10,52
end-user development (eud),2,1
dialog model specification,1,14
user satisfaction,2,0
process management,3,0
computer-based learning,2,25
information poverty,1,10
home broadband,1,3
behavioral change,1,0
interaction device,1,4
pda,27,366
tabletop controller,1,0
on-line typography,1,9
virtual navigation,1,18
experience evaluation,1,0
robot teams,1,1
ubichomp,1,0
shared reality,1,15
groupspace,1,4
xhtml mobile profile,1,28
task decomposition,2,19
mouse button,1,5
it equipment,1,0
buyer behavior,1,0
pseudo tutors,1,0
pca,2,9
streams,1,14
ideal interaction,1,0
neurorehabilitation,1,1
personal health informatics,3,3
multimodal information,1,3
pbd,4,36
pbe,1,9
demonstrational techniques,1,16
interaction metaphor,1,0
creativity support tools,9,9
analysis,7,106
simulation,15,93
flattery,1,2
avatar-based ui,1,0
multidisciplinary integration,1,7
dynamic interaction,1,0
pen-based interaction techniques,1,31
microcalendar,1,0
fashion design,2,13
fieldmouse,1,0
pac,1,26
pad,1,1
threaded discussion,1,13
collective content,1,6
matched access,1,0
preventative applications,1,25
electronic guidebooks,4,52
pal,1,0
iterative,2,1
motion tracking,2,5
head up display,1,0
pan,2,27
pointing facilitation,4,6
recommenders,1,1
sustainable behavior change,1,0
feedforward,1,0
human factors system design cycle,1,4
categories,1,4
sketches,1,24
strangers,2,71
telemedicine,5,13
sensor,4,8
meta-analysis,2,17
collaborative technologies,2,0
zoomable user interfaces (zuis),3,49
single display groupware,14,288
situational awareness,2,15
playstation,1,10
multimodal human computer interaction,1,8
interaction handling,1,0
smile,1,0
software vulnerabilities,1,0
side tones,1,0
orientation,8,73
collaborative software tools,1,0
alerting,1,1
helicopters,1,2
relevance prediction,1,9
remote expertise,1,0
wordless diagrams,1,0
task visualization,1,7
locative,1,3
egocentric navigation,1,51
remote camera control,2,1
check-in,1,0
user studies,75,551
outdoors interaction,1,5
focus plus context,1,3
systems analysis,1,2
interactive voice response,1,16
pointing technique,1,0
self-awareness,1,4
mixed-level covering arrays,1,1
roll call analysis,1,0
palpation,1,0
photoware,2,1
wearable interface,4,32
geographic volunteer work,1,3
data collection methods,1,3
image degradation,1,8
freehand gestures,1,0
virtual travel,1,9
input techniques,5,61
memory game,1,4
desktop games,1,5
applications research,1,3
pen,11,74
per,1,0
spontaneous interaction,1,0
calendars,5,91
expanding sections,1,0
private information,1,2
matchmaking,2,55
camera-based games,1,10
conceptual art,1,48
unistroke,1,0
socially-interactive dressing room,1,0
programming-by-voice,1,1
mobile presence,1,15
cooperative user interfaces,1,18
cognitive abilities,2,4
cognitive maps,3,94
quality management,2,1
interaction modality,1,0
iteration,1,0
internet access,2,2
urban planning,5,5
cellphone interruption,1,4
microroll,1,7
multi-focus,1,4
disrupted environments,1,7
internet non-use,1,0
spoken language,3,1
scanners,1,27
remote control devices,1,8
tactile representation of direction,1,0
hybrid,1,0
perceptual space,1,26
mobile web browser,1,20
usability marginalization,1,2
user evaluation of interfaces,1,9
human interface,4,78
communication usability data,1,1
hci in romania,1,0
feedback system,1,0
image based interaction,1,26
computer vision-based interaction,1,14
quantitative,5,61
ethnographic research,1,0
innovation,9,9
on-line discussion,1,10
www interfaces,1,4
throwing voices,1,4
play,18,63
location aware,2,7
iterative usability lab design,2,4
information navigation,9,210
think-aloud study,1,1
signalling-mode of glosses,1,1
relational agents,1,3
disambiguation,2,2
meals,1,0
pim,9,51
pin,1,0
page design,1,2
configuration tool,1,0
mobile camera phones,1,23
personal digital assistants (pda),1,0
oral history,2,30
focus groups,4,4
themepark,1,0
minimum jerk,1,7
interpersonal context,1,2
life log,1,0
uimss,1,10
language learnability,1,2
rear projection,1,10
sound recording,1,2
search strategies,4,17
goal setting,2,0
health information technology visualization,1,0
trend analysis,1,1
adaptive display,1,1
adobe systems,1,0
olympics,3,1
office environments,1,0
feedback delay,1,22
privacy policies,3,16
web page dynamics,1,9
social visualization,14,109
health-support,1,60
template,1,0
haptic feedback,13,41
lab bench,1,0
collaborative design patterns,1,0
consistency,7,38
hedonics,2,10
information recovery,1,2
human-animal interaction,1,4
nonverbal communications,1,14
affective cues,1,12
organizational influence,1,2
collaborative work,17,102
ppc,1,0
day reconstruction method,1,8
conferencing,1,0
design artifact,1,0
guideline,1,10
user centred design/human centred design,1,1
geographic information (gi),1,0
pmi,1,7
user/game experience,1,0
hyperbolic browser,1,0
camera phones,5,103
computer supported collaborative work,6,21
ethnographic studies,1,2
values in design,2,1
collections,5,12
multi-touch displays,2,11
uniquely situated systems,1,0
hoftede's cultural dimensions,1,15
third-person viewpoint life-log,1,0
utility theory,1,0
operation simulation,1,1
user performance times,1,0
mobile phone interface,1,0
input technology,1,2
ethnographic interviewing,1,1
speech synthesis,6,12
personal information management,39,534
cognition,10,79
multimodal user interface,2,12
health information,2,0
interface models,1,1
separation of constraints,1,0
computer-supported collaborative learning,2,1
social recommendation,1,7
basic research symposium,1,0
scientific data analysis,1,2
polyarchy,1,18
cluster analysis,4,10
dialog systems,1,0
social semiotics,1,3
acoustic,1,0
prospected scenarios,1,0
user-interface design issues,3,12
hypertext,30,672
input technique.,1,0
community editing,1,0
sensitivity,1,4
ptz,1,2
user evaluations,1,0
software agents,5,24
workstation,2,60
divided attention,4,71
conflict detection and resolution,1,34
interactive system,2,0
posture,3,6
interactive game,2,4
creative freedom,1,0
multi-display environment,1,0
ps3,1,10
breathing,2,0
interface support,1,6
earth science,1,1
expressive aesthetics,1,0
cord-based input,1,1
dual task performance,1,0
sensory illusions,1,0
ps2,1,10
spirituality,2,3
digital materials,1,0
testing procedures,2,5
'personal imaging',1,0
information policy,2,2
three-dimensional interaction,1,103
informal science education,1,6
photostory,1,0
pseudo-text,1,19
post-modernism,1,17
shared electronic spaces,1,1
cultural preservation and celebration,1,0
mouse activity,1,21
gaze,25,336
sound localization,1,8
dining experience,1,2
widgets,3,268
content strategy,2,3
web plug-in,1,0
music interfaces,4,12
human-human interaction,2,48
human attention,4,11
web visualization,2,9
news analysis,1,2
3d-shape,1,7
buildings,1,0
contractualism,1,9
visual system design,2,1
third generation mobile telephony,1,0
bimanual asymmetry,1,31
stock market,1,14
spending,1,0
resource allocation,1,0
screen design,8,150
broadening participation in computing,1,0
direct brain interfaces,1,0
image quality,1,7
implantables,1,8
paper interfaces,2,52
social identity,2,22
monuments,1,0
mediated spaces,1,21
customer focus,1,1
domestic technology,15,220
high schools,1,0
distributed processing,1,0
group awareness,5,23
work fragmentation,1,3
meeting capture and access,1,0
virtual reality modeling language,1,5
pum,1,0
child-computer interaction,5,2
non-visual interfaces,1,3
mapping,3,7
video sharing,1,0
interactive plant control,1,11
fluidity,1,8
industrial control software,1,1
consumer systems,3,3
online advertisements,1,11
stereoblocks,1,0
response time,2,5
pvr,1,20
low-tech,1,57
system response times,1,4
facial expression analysis,1,1
3d printing,1,0
photo-realistic rendering,1,1
occupational therapy,1,5
real-time acoustic analysis,1,0
information foraging theory,4,11
narrative closure,1,0
auditory reminders,1,0
configuring users,1,60
managers,2,73
outlet,1,5
laboratory overview,1,0
latin america,1,1
3d interactive graphics,1,1
preventative care,1,0
long tail,1,5
graspable user interfaces,4,42
fingerprint image quality,1,3
discount usability method,1,7
dialogue systems,2,31
survey,15,137
interactive graphics,5,88
ambient surround,1,0
n-grams,1,1
pornography,1,6
universal access,17,66
feature extraction,1,0
information quality,6,109
documentation standards,10,1
task completion,1,1
scoring,1,1
cognitive,1,0
notifications,5,73
link structure,1,0
multicriteria evaluation,1,1
rendezvous&trade;,1,1
pitch,1,1
teeboard,2,5
facial expression mimicry,1,0
interaction mechanism,1,0
idea log,1,3
user testing,19,225
sound effects,1,0
iterative design process,1,0
orienting response,2,0
camera tracking,1,2
virtual acoustic environment,4,37
firefighting,5,26
indoor navigation,2,6
pen-based user interfaces,2,40
representation aiding,1,1
speech understanding,1,4
user-system interaction,1,3
adaptive tracking,1,8
internationalization/localization,3,1
children's interfaces,1,0
clients,1,2
telephone-operated interfaces,1,95
keyframe collages,1,1
cognitive impairments,1,0
musical events,1,5
the internet,1,1
jewelry,3,2
distance-aware interaction,1,4
story,4,12
user experience network,3,0
supportive integrated environments,1,0
mobile work,1,4
motion picture production,1,0
semantic interoperability,1,0
g index,1,2
domain knowledge,1,5
remote targets,1,0
state transition diagram,1,3
window use,1,0
programming languages,5,27
playability,3,70
image,1,15
tilt-based interaction,1,8
optimization,2,3
aversive feedback,1,0
health community boards,1,0
graphical editing,2,16
muscle-computer interface,1,1
3d sketch,1,0
passive-user support,1,4
pen model,1,1
qualitative data,4,1
mixed reality,13,149
computerized screening,1,0
hand comparisons,1,16
exertive interface design,1,0
hci concepts and methods,1,0
telephone voice user interfaces,1,3
e-innovation,1,0
why phishing works,1,119
language comprehension,1,1
adaptive displays,1,5
passive-haptic feedback,1,17
machine control,1,0
collaboration environment,1,0
marginal practice,1,16
approachability,1,8
text entry,51,481
product catalogs,1,1
virtual organization,1,0
digital home,2,18
epistemology,1,0
iconic display,1,0
user and cognitive models,4,24
multi-screen display,1,1
touch-sensitive interfaces,1,159
vowel,1,6
human cognition,2,3
multimedia internet broadcasting,1,2
vrml 2,1,51
perceptual organization,1,1
multi-user virtual world,1,0
driving,12,38
transportation,5,30
actuated surfaces,1,8
space-distortion,1,5
medical software,1,0
heart rate,2,7
video content/communications,2,1
teenager,1,0
social presence awareness,1,15
cchat,1,15
semi-naturalistic field study,1,71
computer-supported cooperative work,23,367
flow menus,1,2
ontology,2,2
read wear,1,2
public experiences,1,58
quality of experience (qox),1,0
cybersickness,1,2
costume design,1,0
mobile media metadata,1,22
hci tools and methodologies,1,0
motion gestures,2,0
usability test facilitation,1,0
audio gestures,1,0
alphanumeric list,1,3
programmatically controlled,1,10
faceted navigation &#38; search,1,0
usability skills,1,0
fidelity,1,15
hands,1,16
communicative artifacts,1,1
the sense of physically crossing paths,1,1
goal-driven search,1,0
information resource,1,0
nomadic inquiry,2,0
asymmetric bimanual interaction,1,17
geospatial data,1,1
cheek based interaction,1,0
game,8,17
music learning interfaces,1,0
personal handheld device,1,0
personal digital assistants,5,68
methodology,39,262
visual search process,1,19
pregnancy,1,1
mathematics education,1,0
lo-fi prototyping,1,13
quantitative measurement,1,4
educational simulation,1,3
multi-touch art,2,0
rational methods,1,0
amateurs,1,0
wearable interfaces,1,1
affect recognition,1,0
immersion,13,118
human-canine interaction,1,0
social meaning of technology,1,21
game of life,1,0
children-parent interaction,1,1
adherence,1,1
distributed affect,1,0
button,1,49
pin entry,2,6
pico projector,3,1
agile tips,1,2
plush toy,1,39
fan-out,1,12
augmented reality displays,1,0
frustration,3,13
off-screen feedback,1,3
weblogger,2,47
opportunistic user interface,1,0
semantic web,4,22
contact rate,1,0
software keyboard,1,2
fisheye views,6,236
web application,1,1
ikea,1,8
programming-by-example,1,11
aibo,4,13
expert,1,0
communicating usability data,2,3
degree programs,1,2
merchant brokering,1,0
thrill,1,0
social impact of the internet,1,1
web resource,1,1
bare hands,1,0
home computing,12,50
bimanual,2,12
cell phone,10,126
interface metaphor,3,6
graphics applications,1,4
design principles,12,11
end-user involvement,1,3
distance perception,1,0
health literacy,3,9
health care applications,1,1
product,1,5
on line computer system,1,2
user-created content,1,0
lateral skin stretch,1,52
online reading,1,1
graphic communication,1,0
career choice,1,0
tangible interaction,15,123
lost in hyperspace,1,0
field usability testing,1,0
music visualisation,1,0
environmental design,1,59
human animation,1,5
community size,1,0
sasayaki,1,0
human perception,1,16
document-centered office work,1,1
act-r,9,62
infrastructure awareness,2,2
smart phones,1,0
3-d drag-and-drop,2,70
lip-reading,1,8
kinematic data,1,12
streaming video solutions,1,0
collaborative art,1,0
nonvisual interaction,1,8
electronic documents,1,37
online personals,3,23
social gaming,2,8
authorware,1,1
firemen,1,13
international studies,1,0
clipping,2,9
future vision,1,2
targeting,4,18
mobile context,2,3
theory,25,152
input control space orientation,1,15
paper user interface,3,48
in-car entertainment,1,3
public participation,1,1
american profilesm,1,0
motion parallax,2,0
information seeking behavior,2,2
subtraction methodology,1,13
real time content,1,1
media objects,1,67
inclusion,1,0
input methods,5,12
safety-critical hci,1,4
intelligent tutoring systems,9,73
local,3,6
linguistic categories,1,3
mobile sharing.,1,0
cost-benefit estimates,1,20
interaction aesthetics,2,0
polychronicity,1,0
multi-cultural usability,1,1
physical device ui,1,22
hci design patterns,1,1
in-scene video navigation,1,6
uncanny effect,1,1
visit wear,1,13
composer,1,1
writing software,1,24
finger/hand recognition,2,34
asthma,3,0
narratives,2,0
dynamic citations,1,4
international,5,1
status reports,1,6
inclusive user populations,1,0
computer education,1,0
directed edges,1,3
ownership,2,11
location sharing technology,1,1
voice user interface,6,30
context aware mobile systems,1,3
thumb keyboard,1,9
volume control,1,1
particpatory analysis,1,18
multifunction cursor,1,2
large-scale collaboration,1,0
gaze perception,1,20
case tools,3,54
healthcare information systems,1,2
talking avatar,1,3
website aesthetics,1,0
folders,5,11
social and cultural centered design,1,7
running,4,15
physical modeling,1,2
performance tools,1,0
multi-degree-of-freedom input,1,14
plot,1,10
finger motion,1,1
reflection on experience,1,5
scenario-based design,7,31
peek-a-drawer,1,20
non-visual feedback,2,0
family life,1,23
fabrics,1,3
user participation program,1,1
debugging,11,174
emotional experience,1,0
mediated environments,1,0
ethnographic study,1,27
image search results,1,4
artists,1,13
re-embedding,1,13
ubiquitous health applications,1,3
topic extraction,1,0
luminous interface,1,66
ambient persuasion,1,3
usability engineering process,1,5
projected user interface,1,1
halo,4,110
graspable user interface,2,753
visual annotation,1,0
volumetric displays,3,18
interactive prototyping,1,0
media theories,1,4
japanese,2,12
transcendent communication,1,12
automatic support for designers,1,5
web analytics,1,0
heads up display,1,0
cios,1,0
computer animation,1,0
digital mirror,1,0
shopping,7,36
intuitive,1,1
resonance correlation matrix,1,0
empty moments,1,8
non-verbal,2,9
signal,1,0
phones,2,6
hand,5,94
journal,1,0
children's technology,2,5
position paper,1,4
real-time,1,9
social networking,28,141
statistical analysis,1,2
web security,2,26
severity,2,2
visual interference,1,1
fluid links,1,3
energy monitoring,2,2
visual displays,5,19
eldercare,3,6
priming,1,0
tangible user interface,41,1097
design education,6,13
workspaces of the future,1,168
pluggable look&feel,1,0
invisible computer,1,2
indexing,2,65
touch-screen system,1,9
dynamic links,1,23
personified agent,1,3
benko,1,0
drama,3,27
music production,1,2
city,1,0
self-exploration,1,0
ascading pull-down menus,1,32
